,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
549,Bob,0.01685,0.61364,-0.30246,-2.22844,1.92017,0.84901,Polka,-1.34537,0.13682,-8.98475,-3.45922,False,-0.06700
550,Bob,-0.70988,-0.84295,2.34620,-1.87402,1.76822,-0.94114,Slängpolskor,-0.67027,0.01539,-10.55340,-0.90742,True,-2.37632
551,Jorg,1.69877,0.02561,-7.63867,-2.28103,1.97082,-0.01038,Polskor,-0.17866,0.59083,-10.19425,2.21720,True,4.67452
552,Bob,1.47108,-0.08956,2.19900,-1.43413,1.38970,-0.45515,Schottis,1.62718,-0.97021,-10.31914,-1.56752,True,8.45489
553,Bob,-1.38746,-0.95874,-2.08154,-2.81208,2.51184,-0.37870,Hambo,1.50349,-1.61245,-5.80519,-2.53851,True,-7.97806
554,Jorg,-1.63922,0.44200,-1.98108,-1.99505,1.86474,0.68415,Hambo,0.98132,1.79131,-8.78745,-1.30953,True,-9.18663
555,Jorg,0.95088,-1.07006,-0.19231,-2.24576,2.08505,-1.92884,Schottis,2.19864,1.06405,-8.33910,-1.98773,True,4.65823
556,Atsuto,-0.06269,-0.21494,-4.41895,-2.89460,2.55224,-0.88506,Slängpolskor,1.44686,0.50429,-10.71806,-0.82556,True,-2.52294
557,Bob,-1.33803,-1.34794,-8.38344,-2.18425,1.90105,-2.23851,Hambo,1.22146,-0.67998,-9.51429,-2.63331,True,-10.88189
558,Jorg,-1.12797,-0.55354,-0.04472,-2.33609,2.19696,0.10531,Hambo,2.09600,-0.80243,-7.29795,-2.14261,False,-5.66219
559,Jorg,1.61607,-1.15892,3.41465,-2.91716,2.56133,-1.34525,Polskor,-0.18770,0.89184,-11.57673,1.49832,True,9.78767
560,Atsuto,0.26012,0.60196,-1.77146,-2.58868,2.24597,0.14797,Polka,0.50503,0.65501,-8.43495,2.88222,True,0.41486
561,Bob,-0.15195,0.63289,-4.62777,-2.07661,1.91227,1.01186,Slängpolskor,-4.20250,-0.32723,-8.55077,1.96726,True,-3.07366
562,Bob,0.56653,0.61894,-1.27514,-3.62209,3.12471,0.39892,Polka,-1.95000,0.81965,-8.51202,-2.49424,False,2.19507
563,Jorg,-0.37894,0.56348,3.42434,-1.95665,1.81850,1.03801,Slängpolskor,-0.12033,0.37159,-9.67607,-0.37427,True,-0.18252
564,Jorg,0.80882,-0.34504,-2.97731,-2.18391,2.11634,-0.06113,Schottis,2.20213,-0.81385,-8.65707,-3.48004,True,2.55544
565,Bob,-0.69976,0.57522,-1.61977,-3.24341,2.63210,0.18161,Slängpolskor,0.14470,0.48729,-7.15993,-1.66268,True,-4.30867
566,Bob,1.30045,-0.49340,-4.09359,-3.07996,2.47194,0.25546,Schottis,0.33637,-2.88393,-10.00022,-3.77538,True,4.45546
567,Atsuto,-0.62346,-0.64502,-1.63223,-2.43075,2.23546,-0.49103,Slängpolskor,-1.00009,-0.48828,-7.21515,1.79553,True,-3.93340
568,Jorg,-1.30131,0.00096,-0.10924,-1.93349,1.72646,0.67731,Hambo,1.06963,1.82422,-9.00926,-1.75637,False,-6.56118
569,Atsuto,-0.96408,-0.24181,0.85296,-2.60025,2.39304,0.29190,Hambo,-0.11395,-1.27110,-9.37332,0.79310,False,-4.39391
570,Jorg,-0.47329,0.40758,0.83721,-2.03942,1.78935,0.87007,Slängpolskor,-0.52409,-2.27957,-7.21950,-0.69925,True,-1.94783
571,Bob,0.23888,0.47094,-3.44754,-3.04333,2.56016,-0.18648,Polka,-0.22825,0.54970,-8.47299,-0.88332,True,-0.52937
572,Atsuto,1.60199,1.66960,-6.32043,-1.34483,1.19755,2.65925,Polskor,-0.11931,0.06554,-7.82646,4.58267,True,4.84971
573,Jorg,-0.74657,-0.02448,-2.27091,-1.96147,1.75424,0.24640,Slängpolskor,1.92364,3.22476,-9.47140,-0.59164,True,-4.86830
574,Jorg,-0.49724,0.26698,4.52809,-2.64620,2.37453,0.50974,Slängpolskor,-0.61169,-1.82743,-9.31088,-0.95314,True,-0.22214
575,Jorg,-1.29240,0.84797,-1.05485,-2.67793,2.48213,0.76677,Hambo,0.76497,-1.38721,-8.69766,-0.27830,False,-6.98941
576,Jorg,-1.26647,0.11513,-0.42524,-1.75501,1.57736,-0.13872,Hambo,-2.28633,-2.15152,-7.61683,-2.75698,False,-6.54497
577,Jorg,-0.31953,-0.22315,3.08940,-1.93425,1.68043,-0.42757,Slängpolskor,-1.20177,-2.74221,-7.37938,-1.31017,True,-0.05294
578,Jorg,1.42736,0.65999,-2.54620,-2.21553,2.12705,0.94758,Schottis,-1.41629,-1.14378,-6.96039,-0.12956,True,5.86369
579,Jorg,1.04222,-0.25959,-10.70342,-2.46737,2.22907,-0.89286,Schottis,1.91735,0.41551,-10.89268,3.49436,True,-0.14062
580,Jorg,1.10282,0.48114,0.88016,-2.55236,2.34670,0.20031,Schottis,-0.21250,-1.14887,-5.98177,-0.28763,True,5.95421
581,Bob,-0.00447,0.25244,-0.06947,-2.80733,2.25677,0.16844,Slängpolskor,0.76458,2.06198,-9.46013,0.83123,False,-0.05709
582,Jorg,-2.12979,-0.98044,8.16033,-2.75750,2.48003,-1.35968,Hambo,-1.12968,-0.96875,-7.88224,-1.21224,True,-6.56880
583,Bob,1.85028,0.45237,-1.96507,-2.81038,2.46166,1.08721,Polskor,1.38524,-1.92250,-8.45158,-1.23121,True,8.26888
584,Jorg,-0.64034,-0.45390,2.24099,-1.91425,1.70523,0.39586,Slängpolskor,1.10668,0.99357,-9.09777,-1.56037,True,-2.08122
585,Bob,0.95902,-0.37725,0.28496,-3.11246,2.82490,-1.05391,Schottis,0.18307,1.03470,-9.68012,-4.24857,False,4.93756
586,Atsuto,0.02616,-0.13580,-5.55055,-2.44632,2.13816,-0.34064,Polka,-0.27171,-0.73181,-9.07677,-1.31927,True,-2.64449
587,Bob,-0.51108,0.64145,-3.94579,-3.15114,2.63180,1.04187,Slängpolskor,-0.37839,1.56305,-9.18341,-2.10407,True,-4.52830
588,Jorg,0.49532,-0.32039,-1.78720,-2.72407,2.49192,0.65963,Polka,0.09975,0.17099,-8.65391,-1.26578,True,1.58301
589,Jorg,-1.17031,0.16510,1.69338,-1.98655,1.85084,0.19967,Hambo,0.14546,-0.55221,-7.32275,-0.65322,True,-5.00488
590,Bob,-0.39699,-0.29556,1.78779,-3.67052,3.11160,-1.20482,Slängpolskor,-0.79218,-0.96339,-8.69589,-2.22949,True,-1.09106
591,Jorg,0.91468,-0.65661,-5.64840,-2.83170,2.49676,-0.66096,Schottis,-0.50435,1.09608,-10.29293,-2.54050,True,1.74918
592,Jorg,-0.50225,0.26707,2.57688,-2.27918,2.05971,0.16652,Slängpolskor,0.10097,1.98685,-12.90509,4.10416,True,-1.22281
593,Jorg,1.46533,0.74676,-0.42987,-2.21103,1.94094,1.04706,Schottis,-1.31474,-0.68450,-11.33353,-1.73465,False,7.11173
594,Jorg,1.21707,-0.12887,1.13546,-2.66415,2.39262,0.40722,Schottis,0.49262,0.51122,-7.41525,-0.72575,True,6.65308
595,Atsuto,0.98121,0.11729,1.12595,-2.23128,1.95654,0.82391,Schottis,0.98774,-0.24631,-9.09300,-0.71744,True,5.46905
596,Jorg,0.66203,-0.24736,-0.63868,-1.91215,1.82506,0.50960,Polka,0.39967,-1.51559,-8.75903,-0.88162,False,2.99083
597,Jorg,-1.84596,0.17547,2.03319,-2.70624,2.31602,0.06788,Hambo,-0.34639,0.68457,-8.96517,0.00557,True,-8.21321
598,Jorg,0.26225,-0.26722,-0.17610,-2.24105,1.98681,0.85559,Polka,0.48739,-0.62687,-5.70330,-1.74193,False,1.22318
599,Bob,0.16437,0.97515,0.54642,-1.77560,1.51283,0.30245,Polka,0.07889,-1.07561,-8.50664,-1.94164,True,1.09508
600,Jorg,-0.99522,0.11589,-9.54951,-2.01810,1.77930,-0.01654,Hambo,0.04515,-1.17884,-8.87412,-0.22780,True,-9.75087
601,Bob,-0.68289,-0.52013,0.21899,-2.55143,2.07034,0.19775,Slängpolskor,2.33690,-0.85418,-9.14533,-2.10942,False,-3.30498
602,Bob,-1.77069,-0.36446,3.38073,-3.94487,3.29454,-0.63182,Hambo,2.41965,-2.13749,-8.69844,-1.69121,True,-7.16310
603,Bob,-1.32529,-0.21097,2.06998,-3.19755,2.67464,-1.11748,Hambo,-1.51335,0.55251,-10.48361,-1.23198,True,-5.59144
604,Jorg,-0.50513,0.23686,0.92024,-2.06529,1.97025,0.44962,Slängpolskor,-1.17812,-1.28825,-12.00775,0.68750,True,-2.06555
605,Atsuto,0.49671,-0.54002,-0.21454,-2.05333,1.86255,-0.60411,Polka,0.49098,0.77911,-10.45178,2.88684,False,2.37627
606,Jorg,0.73317,1.06049,-2.17552,-1.74898,1.62980,0.18614,Polka,-1.52197,-0.06259,-10.52750,3.91321,True,2.57808
607,Bob,0.18820,0.34424,0.34080,-2.34222,1.86351,0.20377,Polka,-0.47183,-1.98192,-8.71860,-0.10270,False,1.11138
608,Jorg,1.28668,-0.06200,-4.93799,-2.63063,2.23542,-0.53592,Schottis,2.21706,-0.67392,-6.89792,-0.72007,True,3.96438
609,Atsuto,-0.53053,-0.75660,1.22888,-2.64617,2.41192,-0.77972,Slängpolskor,-0.71836,0.22724,-8.81070,-1.99546,False,-2.03819
610,Atsuto,0.00540,-0.15612,-2.79217,-2.68403,2.40042,-0.28977,Polka,-0.15690,-0.53152,-10.09314,-0.89957,True,-1.36909
611,Jorg,0.06074,1.01180,-1.96711,-3.21193,2.76603,1.15215,Polka,0.35851,-0.70244,-10.18042,0.95327,False,-0.67984
612,Jorg,1.01823,0.48080,-4.03588,-2.50179,2.21783,-0.41886,Schottis,1.18936,1.91052,-13.58396,2.35617,True,3.07320
613,Jorg,1.40355,0.34351,-1.88312,-2.48238,2.17402,0.77863,Schottis,1.37005,2.45744,-8.96530,-1.91037,True,6.07617
614,Jorg,-0.00118,1.10672,-5.54916,-3.04096,2.59733,0.70670,Slängpolskor,0.53064,-0.28164,-10.62256,2.30656,True,-2.78051
615,Atsuto,-0.05648,0.47176,-3.64899,-2.44259,2.23154,0.47993,Slängpolskor,-0.67486,0.24626,-9.53738,-0.48295,True,-2.10689
616,Bob,0.55756,0.48510,-1.66236,-2.14386,1.70685,1.15301,Polka,-0.15420,-1.25301,-8.97050,-2.19175,True,1.95663
617,Jorg,-0.45731,-0.05675,-3.54154,-2.22161,1.84769,0.57519,Slängpolskor,-0.40113,-1.50064,-7.57797,-2.55299,True,-4.05730
618,Bob,-0.27029,-0.66632,1.86713,-2.58886,2.36171,-0.62108,Slängpolskor,1.12997,1.16965,-8.61633,-1.43008,True,-0.41791
619,Jorg,0.21827,-1.33518,-6.34976,-1.83152,1.68004,-0.73982,Polka,1.96167,3.04469,-6.89504,-1.14247,True,-2.08352
620,Jorg,0.32768,1.00584,-2.08520,-1.71893,1.60062,1.00480,Polka,-1.08649,-0.10916,-8.24743,-1.11386,True,0.59580
621,Atsuto,-1.02161,0.20916,0.40814,-2.05074,1.74428,0.17772,Hambo,-0.45018,-1.43088,-8.63799,1.57600,False,-4.90400
622,Jorg,0.20547,-0.12684,0.22784,-2.44949,2.14220,-0.70395,Polka,-1.26253,0.13333,-8.58344,-1.44942,False,1.14124
623,Atsuto,-0.61650,1.00603,2.67899,-1.59061,1.44480,1.07891,Slängpolskor,-0.38317,0.08269,-6.26667,2.91564,True,-1.74303
624,Jorg,-0.37262,0.96859,-3.53988,-3.15982,2.67014,0.92385,Slängpolskor,1.06398,0.15094,-8.49578,-1.82067,True,-3.63306
625,Atsuto,-0.45614,-0.70383,3.36789,-2.10134,1.79660,-0.12927,Slängpolskor,-0.13041,-1.11932,-9.34173,0.29368,True,-0.59677
626,Atsuto,-0.58626,0.43623,1.57167,-2.53064,2.29370,1.57789,Slängpolskor,0.09349,0.06121,-9.92194,1.84331,True,-2.14549
627,Bob,0.27978,0.07918,2.32269,-2.74580,2.52745,0.55253,Polka,-0.61214,-0.19413,-9.27238,-1.18201,True,2.56026
628,Bob,-1.03959,-0.23275,-1.58875,-2.85013,2.51221,-1.17824,Hambo,0.52180,0.59481,-7.43659,-2.22074,True,-5.99230
629,Bob,-0.87252,-0.43340,1.47159,-3.73134,3.16213,-0.52073,Hambo,-2.15010,0.64897,-10.44895,0.02972,True,-3.62678
630,Jorg,-1.98677,-0.99290,-0.23396,-2.78144,2.50516,-0.95825,Hambo,-0.23190,0.45737,-11.42463,1.44549,True,-10.05084
631,Jorg,0.04770,0.40037,1.30177,-2.62098,2.18273,-0.24186,Polka,4.04769,3.42629,-9.72768,0.64531,True,0.88940
632,Bob,0.61842,-0.48205,3.18582,-3.26021,2.83731,-0.09896,Polka,-0.20786,-1.45945,-9.41399,-1.82078,True,4.68503
633,Jorg,1.65829,0.71469,-4.12300,-3.34932,2.84904,0.40696,Polskor,-2.34933,-2.78534,-8.37529,-0.97570,True,6.22997
634,Atsuto,-0.18002,-0.90559,1.80101,-2.63316,2.30376,-0.63513,Slängpolskor,-0.34948,0.33049,-9.36652,1.92306,False,0.00040
635,Bob,-1.14404,0.45020,-4.71162,-3.72458,3.14654,0.52232,Hambo,0.32212,-0.30775,-6.51471,-1.80296,True,-8.07599
636,Jorg,-1.08756,-0.15769,-0.20812,-2.40766,2.32403,-0.39312,Hambo,0.61652,-0.31123,-7.66649,-0.89505,False,-5.54185
637,Atsuto,-0.06360,-0.98694,-1.87384,-1.62694,1.47419,-1.41873,Slängpolskor,-0.04669,0.56091,-6.32564,-2.19766,True,-1.25491
638,Atsuto,-0.75087,0.95321,-3.02943,-1.97627,1.71687,0.58817,Hambo,0.39166,-0.22299,-11.17896,-0.93111,True,-5.26907
639,Bob,-1.01316,-1.06930,4.83498,-1.83484,1.56160,-1.12229,Hambo,1.81557,-1.01349,-8.85272,-0.85343,True,-2.64831
640,Jorg,-1.48994,-1.05410,2.20687,-3.09946,2.65947,-0.91530,Hambo,-2.59141,0.18001,-6.82501,-1.24046,True,-6.34626
641,Bob,-0.54527,-0.45992,-3.43308,-1.40475,1.35229,-0.76534,Slängpolskor,0.03243,0.24098,-7.60944,-1.62535,True,-4.44290
642,Jorg,0.21089,-0.07402,-4.30933,-2.50974,2.36215,-0.37991,Polka,-0.46888,-1.25358,-7.56058,-2.15381,True,-1.10020
643,Jorg,-1.79075,-0.31823,2.96861,-1.89390,1.77134,-0.10543,Hambo,1.03603,0.03367,-8.82025,-1.36855,True,-7.46945
644,Jorg,1.29077,0.70673,-3.35685,-2.38808,2.12664,0.71312,Schottis,-1.40437,-1.85069,-8.63829,0.23749,True,4.77543
645,Atsuto,0.62457,0.73759,-1.22027,-2.32584,2.12701,1.17926,Polka,-0.37406,-0.98665,-8.94711,-0.09027,False,2.51270
646,Jorg,0.87963,0.80294,-5.85678,-1.47480,1.43763,0.71072,Schottis,1.81302,1.97966,-8.87061,3.95396,True,1.46976
647,Jorg,0.06132,1.10409,-7.14345,-2.41903,2.17729,0.46010,Polka,0.01195,-2.11987,-8.38301,-3.25520,True,-3.26513
648,Bob,-0.82876,0.08599,-2.92187,-2.88297,2.62974,0.07093,Hambo,2.89563,-1.80634,-9.79034,-1.05948,True,-5.60471
649,Jorg,0.27635,1.06633,-6.12560,-2.96952,2.54923,1.35631,Polka,0.08021,0.22578,-7.06891,-1.29609,True,-1.68107
650,Jorg,0.87597,0.82930,-5.21830,-2.67812,2.44933,0.48904,Schottis,1.08054,-1.23445,-8.74473,-0.34594,True,1.77070
651,Bob,-0.74649,-1.65486,1.31179,-1.19661,1.18537,-1.17648,Slängpolskor,1.88114,0.94792,-8.14212,-2.30460,False,-3.07657
652,Jorg,0.58578,0.23156,0.15932,-2.53714,2.11812,0.16435,Polka,-0.36677,-0.21638,-10.86933,0.08510,False,3.00857
653,Atsuto,2.04634,2.43843,-3.62660,-1.83044,1.54086,2.29778,Polskor,-0.75562,0.14391,-6.59721,3.48406,True,8.41840
654,Jorg,0.04836,-0.58446,-3.11963,-2.56656,2.30539,-1.10280,Polka,-1.67145,-0.42060,-8.53650,-1.93651,True,-1.31800
655,Bob,-1.52514,-0.41034,1.84519,-3.37666,2.84178,-0.79503,Hambo,-1.62348,-1.53177,-10.08738,-1.26678,True,-6.70312
656,Bob,1.07272,-0.54436,2.53223,-2.40373,1.97273,-1.30163,Schottis,-0.36241,-2.55830,-8.66594,-2.83339,True,6.62973
657,Bob,-2.54418,-1.36536,-0.33802,-3.70229,3.13684,-1.95899,Hambo,0.84806,1.85525,-9.30876,-1.58472,True,-12.88992
658,Atsuto,-0.79321,0.77783,-5.07209,-1.71824,1.56998,1.59439,Hambo,0.43911,-0.76001,-7.95320,3.28145,True,-6.50210
659,Bob,0.48755,0.47537,2.99440,-2.53200,2.30756,-0.84054,Polka,-0.84757,-0.28639,-8.27587,-3.74572,True,3.93495
660,Jorg,0.62677,1.57946,1.87236,-2.98418,2.64611,1.60713,Polka,0.88378,-0.61034,-7.63617,-1.40513,True,4.07003
661,Jorg,-0.69292,-0.39187,2.75716,-1.97399,1.71849,-0.48512,Slängpolskor,-0.73251,-2.87417,-8.60947,-1.95522,True,-2.08602
662,Jorg,0.07616,0.46490,-5.89310,-2.23771,2.07377,0.45648,Polka,3.01159,0.73109,-7.91945,0.71296,True,-2.56573
663,Bob,0.45544,-0.21105,-2.44819,-3.75498,3.15141,-0.52689,Polka,2.90444,-1.38451,-9.60501,-4.72842,True,1.05309
664,Jorg,-0.69926,-0.08121,2.92807,-2.81616,2.48377,-0.11926,Slängpolskor,2.37640,3.54944,-12.35340,1.53495,True,-2.03229
665,Jorg,0.43682,-0.16400,-2.15839,-2.69408,2.40321,0.24754,Polka,0.11936,0.12719,-5.75195,-0.33054,True,1.10489
666,Bob,0.94644,-0.57329,-1.38308,-2.72765,2.36677,-0.79670,Schottis,0.07863,-2.02307,-9.24358,-0.81675,True,4.04064
667,Jorg,0.94987,1.27084,-4.89394,-2.07464,1.73548,1.19561,Schottis,1.80276,-0.37889,-11.51345,2.42492,True,2.30239
668,Atsuto,-0.11516,0.49023,-0.32013,-2.36613,2.15252,1.16839,Slängpolskor,-0.04811,-0.10245,-7.67568,2.86568,False,-0.73586
669,Atsuto,-0.68094,0.13792,-2.46998,-2.29932,2.06451,-0.85677,Slängpolskor,0.27850,0.05187,-9.39999,3.68913,True,-4.63969
670,Jorg,0.37291,0.60201,-4.85377,-2.39819,2.16971,0.47575,Polka,-0.92758,-2.04774,-11.63087,-1.67669,True,-0.56235
671,Atsuto,-0.05381,0.68762,-1.64305,-2.54259,2.23756,0.97610,Slängpolskor,0.07897,-0.21345,-9.44822,2.81329,False,-1.09055
672,Jorg,-1.32087,-0.54180,1.73101,-2.18057,1.89936,-0.21027,Hambo,-1.57849,-1.72386,-10.10848,1.68082,True,-5.73885
673,Atsuto,1.77634,0.19692,-5.72814,-1.70669,1.48990,-0.56535,Polskor,-1.00174,-0.57263,-11.45711,1.19265,True,6.01764
674,Jorg,1.22832,-1.70057,-3.87629,-2.96572,2.55064,-2.70636,Schottis,0.68585,-3.02860,-8.59025,0.00359,True,4.20347
675,Bob,0.88679,1.06724,0.52869,-2.24545,2.06212,1.22636,Schottis,-3.25077,-0.45566,-9.99114,-2.16900,True,4.69832
676,Atsuto,0.43738,-0.01483,-3.67388,-2.76188,2.45854,-0.28980,Polka,-0.17969,0.71368,-8.89755,3.26722,True,0.34998
677,Jorg,-0.83745,0.39288,1.81178,-2.92230,2.49506,-0.23612,Hambo,-0.95675,-0.21931,-11.61916,1.30941,True,-3.28134
678,Bob,-0.43616,-1.16759,3.48575,-2.31200,1.83955,-0.14071,Slängpolskor,-1.71778,-1.58060,-10.66086,-1.64278,True,-0.43795
679,Jorg,0.79893,0.05601,-4.61627,-2.12109,2.02754,-0.78540,Schottis,-0.41466,-0.44816,-11.79432,1.04512,True,1.68651
680,Atsuto,0.94902,-0.98578,-6.11419,-2.62024,2.38042,0.10023,Schottis,-0.12216,-0.63437,-9.18137,1.52220,True,1.68800
681,Jorg,2.19939,-1.10752,1.76695,-2.69559,2.39516,-1.15776,Polskor,-1.69949,-1.54774,-7.06635,-2.29024,False,11.88042
682,Jorg,-0.39388,-0.11240,1.33452,-1.61342,1.49887,-0.66299,Slängpolskor,0.06160,0.60507,-8.75853,-1.43767,True,-1.30213
683,Jorg,2.12698,0.70755,-0.72134,-2.35567,1.98801,1.16325,Polskor,-1.22734,-1.43312,-7.09468,-1.41305,False,10.27421
684,Jorg,0.40690,0.88404,1.10168,-2.13831,1.83563,0.49158,Polka,-0.70813,-0.60405,-10.41700,3.01616,True,2.58531
685,Atsuto,-0.00071,0.00890,-3.21087,-2.50854,2.25881,0.48805,Slängpolskor,-0.14725,0.30597,-9.00500,2.75446,True,-1.60898
686,Bob,-0.40355,-0.41840,0.70521,-3.73854,3.14884,0.18415,Slängpolskor,-0.07183,-1.79022,-8.36555,-1.37736,False,-1.66512
687,Bob,-0.16662,-1.24198,1.99523,-2.16819,1.86018,-1.41755,Slängpolskor,-2.79651,2.59300,-8.25027,-3.43409,False,0.16450
688,Bob,-0.53194,-0.11717,3.62329,-3.23267,2.83034,-0.40656,Slängpolskor,2.89264,-0.51022,-9.80337,-2.20163,True,-0.84804
689,Jorg,-2.15160,-2.18694,-0.64235,-2.68704,2.33839,-2.05733,Hambo,1.14321,3.42386,-7.76535,-2.60791,True,-11.07916
690,Jorg,0.52419,0.64938,-2.67500,-2.26239,2.08714,-0.05783,Polka,1.39728,-1.40721,-7.82075,-1.95264,True,1.28343
691,Atsuto,-0.43054,-0.65437,1.35251,-2.12601,1.91924,-1.51268,Slängpolskor,-0.06414,0.22127,-6.64853,3.10642,False,-1.47644
692,Jorg,-2.26913,-0.75023,-1.37564,-1.76963,1.60528,-0.64750,Hambo,2.70760,3.97180,-6.07864,0.85507,True,-12.03349
693,Jorg,2.40164,0.57262,-7.33472,-2.39322,2.07656,0.34312,Polskor,0.31486,-1.47467,-8.99371,-2.19240,True,8.34085
694,Jorg,2.04460,0.14765,-4.52882,-2.66578,2.46365,-0.28980,Polskor,0.52047,0.42310,-8.66861,-3.05344,True,7.95861
695,Atsuto,0.90408,-0.12024,-5.09098,-2.41666,2.14183,-0.98330,Schottis,0.64089,-0.31993,-8.02662,2.49611,True,1.97492
696,Jorg,-0.40716,-0.96240,0.75312,-2.27937,1.84689,-0.28098,Slängpolskor,2.41378,-0.57727,-8.75102,1.99182,False,-1.65925
697,Bob,-0.83751,-1.06758,-1.17665,-3.79265,3.13472,-0.87882,Hambo,0.84029,0.86491,-10.98635,-1.31802,True,-4.77590
698,Bob,0.20507,1.02348,-0.85129,-1.97440,1.84988,0.76010,Polka,0.57948,1.23042,-8.70154,-1.66094,False,0.59972
699,Jorg,0.28687,-0.20623,-1.79966,-2.95059,2.59996,-0.67191,Polka,-0.81148,0.88503,-5.27274,-1.74151,True,0.53452
700,Jorg,0.48478,-1.26029,-3.46635,-2.44638,2.21720,-0.28865,Polka,0.90100,-1.21783,-12.30465,3.38944,True,0.69073
701,Bob,-0.56301,-0.69308,-1.05851,-1.82927,1.53694,-1.00503,Slängpolskor,0.97433,-1.98419,-8.35709,-0.98057,True,-3.34429
702,Jorg,0.25458,0.09246,-8.29751,-2.48034,2.33467,0.01311,Polka,-0.19985,0.64982,-11.53053,0.69307,True,-2.87586
703,Jorg,1.05258,-0.10598,-0.51280,-2.56047,2.14943,0.05415,Schottis,-0.86086,-0.66812,-8.50073,-1.89887,False,5.00652
704,Jorg,0.38610,1.01073,-4.11236,-2.80180,2.54392,0.66117,Polka,2.66368,0.49165,-12.14318,2.53439,True,-0.12567
705,Jorg,0.45886,-0.12091,1.34977,-2.00719,1.82293,0.12094,Polka,-1.13266,-0.50504,-12.16940,2.27393,True,2.96921
706,Jorg,0.69137,-1.05182,5.57039,-1.88874,1.82945,-0.75283,Polka,-0.77443,-1.18173,-11.36882,2.84047,True,6.24202
707,Bob,1.06233,0.05266,1.48781,-2.70430,2.42747,0.19076,Schottis,-1.17000,0.52268,-9.59446,-0.98150,True,6.05554
708,Jorg,-0.27820,-0.26210,-1.10963,-2.09046,1.88851,1.20786,Slängpolskor,1.48055,1.50360,-10.70112,4.48770,True,-1.94583
709,Jorg,1.37902,1.38066,-0.35014,-1.98601,1.74241,0.68038,Schottis,1.66134,2.67599,-7.44451,-0.43190,True,6.72002
710,Jorg,-0.65344,0.59508,-0.00550,-2.07420,1.79270,0.84708,Slängpolskor,0.58896,-0.39045,-4.90030,-2.35838,False,-3.26996
711,Atsuto,0.18847,-0.24201,-0.77629,-1.78622,1.51094,-0.87508,Polka,1.31348,-0.50662,-10.49425,1.06078,True,0.55418
712,Jorg,-0.12925,-0.45108,-3.29411,-2.19949,1.97161,-0.25761,Slängpolskor,2.11264,-0.63341,-8.06724,0.02506,True,-2.29330
713,Atsuto,0.90201,0.74553,-1.04292,-2.96490,2.60956,0.98866,Schottis,-0.07184,0.06666,-10.21682,1.33121,False,3.98857
714,Jorg,-1.15216,-0.56193,-1.91463,-2.78009,2.35566,-0.52255,Hambo,0.27160,-2.66438,-5.36936,-0.82037,True,-6.71809
715,Bob,-0.71889,0.45083,-2.51880,-1.79344,1.64521,0.79079,Slängpolskor,-0.37512,-0.10852,-6.62317,-3.36328,True,-4.85386
716,Jorg,-1.01981,0.22734,-6.44050,-2.10826,1.89651,0.23210,Hambo,-1.13438,0.06058,-9.91496,0.16970,True,-8.31932
717,Atsuto,0.68256,1.97859,1.43051,-1.86205,1.70529,2.16740,Polka,0.07799,0.14277,-9.27747,-0.02849,True,4.12807
718,Jorg,-1.24541,-0.54367,0.80757,-1.87723,1.73101,0.24052,Hambo,-0.53089,0.77797,-9.42172,-1.27466,False,-5.82326
719,Atsuto,-0.16977,-0.11240,0.27419,-2.19566,1.95283,-0.72166,Slängpolskor,-0.70918,0.53992,-7.18550,1.07524,False,-0.71178
720,Atsuto,0.80807,-0.35752,-1.13694,-2.15819,1.93952,-0.85550,Schottis,-0.75741,-0.19649,-8.24870,3.71003,True,3.47187
721,Jorg,-0.59117,0.14258,1.08642,-2.99567,2.56001,-0.02363,Slängpolskor,-2.90175,-2.44713,-6.80558,-0.98425,True,-2.41266
722,Atsuto,-0.58485,-0.59882,1.19671,-2.01894,1.83066,-1.46039,Slängpolskor,0.35595,-0.35286,-9.06270,3.22675,False,-2.32590
723,Bob,1.25643,-0.80544,5.66717,-2.31480,1.87102,-0.34823,Schottis,1.00341,1.28585,-8.50944,-5.31429,True,9.11575
724,Atsuto,0.37300,0.36933,-3.59694,-1.81394,1.65543,-0.04264,Polka,-1.58367,-0.14565,-8.59636,3.07474,True,0.06654
725,Jorg,0.36337,-0.74197,-0.09785,-2.63268,2.32259,-0.87221,Polka,-1.38412,0.26066,-11.01017,1.54406,False,1.76791
726,Jorg,1.97725,0.42656,-0.53846,-2.72562,2.34447,-0.02438,Polskor,-3.81752,-2.21788,-11.22075,-0.19278,False,9.61701
727,Bob,0.46916,-0.36348,-3.29858,-1.80142,1.71915,-1.50775,Polka,0.60884,-0.87041,-9.31420,-1.85589,True,0.69651
728,Atsuto,1.82236,0.15923,-8.42258,-2.26046,1.97042,-0.49488,Polskor,-0.44191,1.55581,-10.66371,-0.76680,True,4.90049
729,Jorg,-1.30219,-1.40364,6.07626,-1.96904,1.74927,-1.26068,Hambo,2.94547,1.75388,-9.76295,0.65766,True,-3.47280
730,Jorg,-0.55195,0.08756,3.98135,-1.70246,1.57413,-0.58025,Slängpolskor,1.30966,3.80643,-9.81129,-1.93400,True,-0.76907
731,Jorg,-2.45598,0.44124,2.24943,-2.02388,1.71670,0.77627,Hambo,1.92447,1.46548,-7.19678,0.57974,True,-11.15518
